id,predicted_price
2591820310,395460.6546875
7974200820,865081.696875
7701450110,1068450.9124999999
9522300010,1982231.375
9510861140,751754.5375
1761300310,254541.203125
7732410120,779179.721875
7010701383,643806.80625
291310170,419168.4046875
4232901990,592291.734375
6840701125,618803.28125
3971700580,386601.278125
4202400078,253837.22656249997
6064800090,355330.7875
2626119028,215200.58437499995
3303980660,1060164.678125
862000020,852209.20625
2386000070,880220.946875
1138000450,374229.3484375
1775800420,474304.83906249993
2291401425,418752.1703125
2025770560,911685.3500000001
3525069037,694732.265625
9324800450,545920.3906250001
8080400136,555353.25
8651540040,541984.2437499999
9407001790,267216.828125
1773101530,213039.08437499998
9432900250,330774.73281250003
1794500695,638236.771875
2220069003,354142.1453125
923000120,466726.3875
5728000060,547304.159375
16000200,285716.984375
1926059094,453194.4859375
6672900220,1019025.3562500001
3629860060,790853.66875
1822069109,411782.6515625
6675500105,386664.896875
249000180,1874668.9187500002
226059065,513246.640625
396100110,276582.6359375
9264450460,349367.26718749997
7853361210,398321.5421875
9474700020,316447.6046875
421000455,241463.9
3755200220,435848.2515625
7960100075,461500.40156250005
9477100490,398948.6109375
9138100350,753290.6687500001
1624049275,490824.4296875
2770606890,564599.65
1157200189,449875.60625
2770601800,535699.234375
9301300805,581085.509375
2325069032,1187787.8093750002
1021079099,370005.02812499995
7215730040,741915.784375
1853200080,456173.659375
3224600340,714737.1468750001
3222049120,443125.9921875
2113700025,285517.875
7893207925,229128.20078124997
3586501085,598969.6593749999
8024200010,398001.815625
7116500705,185168.65468749998
1598600209,320291.3
7204200025,1016927.553125
4206901505,567561.5343749999
2937300440,899104.3656250001
7205000180,324753.26484375
8718500665,373400.28281249997
5318101765,971288.6625
4122700020,941083.1531250001
8078700020,533897.8875
3303980680,952110.253125
8924100372,1149778.321875
2781270210,223191.40468749998
519000043,536863.446875
3225069301,1487288.59375
151000075,760933.1375
2297400020,442982.9171875
6617500085,643470.9609375001
104510180,248560.353125
3528900060,985994.5656249999
3345100286,560515.8640625001
1226039130,437237.9703125
8712100720,788028.271875
3037200010,370609.50625
3626039268,442275.4828125
104510230,256523.85390624998
5112800060,427045.2171875
6072400280,653575.5906250001
5317100570,1236253.2593750001
9528102993,548669.86875
2919201095,496193.8796875
6181400920,265133.4671875
185000161,269406.28203124995
8691400010,758590.375
3345700165,579541.0875
6151800486,255833.07656249998
4340000080,1223518.965625
4136960010,581888.096875
3634100030,338824.834375
1624059224,954874.915625
2788400090,265730.821875
9828200762,479062.3390625
7524400250,566658.3828125001
3528000290,751518.24375
5700003630,2120803.990625
2720069019,304985.5421875
7227501170,247435.83828125
2397101270,647838.7625000001
6792100090,731516.08125
2770602265,526972.9
3971700937,313353.1359375
422049203,226707.603125
3076500830,296276.09375
1423400260,295966.27499999997
9161100795,428565.01406250003
3126049052,506771.834375
5100401468,413124.828125
514500235,429009.3953125
1423200170,199458.17421875
1402100070,427639.13749999995
624110020,711331.375
2407000145,224890.99296874998
1890000225,823628.7593749999
1320069271,328751.7
5490700085,363761.734375
263000155,461838.3546875
3726800201,415524.36093749997
5153200358,319521.56875
2725079018,816236.26875
7165700200,267138.88515625
9429000170,559736.1062500001
8718500075,373891.6484375
1760650950,310130.6234375
1068000559,1179487.04375
4113800500,650394.734375
4077800507,534002.81875
2725069150,714494.509375
4008400035,673133.8875
7016310270,429783.790625
1432701230,228655.1265625
3278606050,350934.771875
2473350710,396844.509375
2185000685,206533.03749999995
7792000025,383425.3015625
6868200029,489783.28125
624069003,792955.09375
7431500280,934624.1578125001
3296000040,566073.54375
1118001215,1746360.675
6453900040,691812.0187499999
333100209,742638.1000000001
34001765,614374.184375
8946700100,384441.9140625
5561401210,568929.034375
6671900095,378071.25
3275850020,726652.8624999999
3876300600,421373.3859375
1450900020,272033.72343749995
8562780280,324214.36406249995
7663700973,338251.565625
2126049032,368948.1125
1823059159,200737.33515624996
3438503426,283552.89999999997
9297301495,531302.08125
7140700850,370137.62031250005
7942601805,685986.9625
2555900030,365514.790625
2887970040,282982.64375
7419700010,669935.6531250001
2239000011,381685.721875
9283800050,345061.571875
9407001340,299440.5703125
217500140,544360.5359375
7212660520,249840.81796874997
3298201170,384037.3109375
3057000400,299982.7328125
6865200444,492546.04062499997
6071600340,511269.4078125
6821600005,678630.05625
1235100371,756716.990625
7796450340,353279.70625
3603000410,169476.7984375
9297300255,529381.50625
9126100850,558835.896875
2770601462,517733.771875
2599001500,234908.82890624998
1102000095,752602.70625
1853080640,942036.921875
9551201585,836645.384375
3438500796,340267.2453125
7518504291,517191.484375
9269200340,386539.3296875
715010130,1678394.7062499998
1982201485,608682.1265625
9526500080,418967.71875
9277200180,470757.80625
6669150280,304628.43124999997
8917100153,591407.96875
3760500516,1129473.675
2725069050,893891.6687500001
3332000091,326749.84218750003
8562770080,564866.471875
8151601190,265033.05
8563040160,601117.715625
240000269,730220.44375
4307350200,306048.3046875
1311910300,258683.92265624998
3574900030,514023.3
7853230570,442927.2953125
320069049,374873.67031250003
9839301060,632880.59375
7011201333,672570.0437500001
2781320100,282407.2046875
3421069120,461609.4609375
7852030320,449938.015625
5316101075,2347247.1125
5309100750,538724.809375
629000730,708469.953125
511700170,310427.93437499995
1562100030,532706.4234375
2489200230,606023.5875
524069116,504360.05625
5315100737,1075650.61875
1868900675,827844.0750000001
1608000120,337394.91250000003
705700240,358070.7875
7575600610,283336.02499999997
1778500015,730458.7359375
5423500240,210680.534375
6713700025,348608.4203125
2734100734,305477.43281250005
301402280,217402.51171874997
2113700205,292199.534375
4114601570,2681844.0125
3332000615,346472.490625
3630050180,366999.07187499997
6852700520,547368.025
6870310010,633160.171875
6163900981,320499.0125
393000142,392165.9265625
1771100130,347084.4421875
1442860160,415913.971875
9191200435,582634.3625
6788200800,926356.96875
1115300070,675330.2171875
3176600105,733419.778125
2770604665,584833.8375
5469500580,441989.04374999995
5680000545,511283.575
3424089119,602486.2062499999
1328300180,335313.5078125
1773100922,350464.578125
4123830480,338071.48906249995
9808610190,1005096.884375
4250200140,270547.68125
4217402115,3325006.3249999997
3831250350,379681.771875
2397101055,837247.328125
6817850110,845139.671875
7526800200,607255.7437499999
7853370100,615343.3093750001
2523089025,914023.1093750001
9476200680,268612.3078125
5714200140,404615.6078125
3575304895,523828.15156250005
263000018,425481.30312500003
8080400177,539657.35
6450304130,336403.7171875
514500090,565676.171875
9477000300,424282.1890625
853600310,1371384.2000000002
1951600240,232064.40468749998
1099900120,348979.3578125
5323100120,532751.24375
1223089016,436110.00156249997
522059172,260791.28593749998
1930300190,697388.1375000001
9542840410,305042.1171875
8665050530,500140.921875
5592900205,375759.6015625
5450300010,631547.1921875
2459960030,347056.98906249995
3331500455,515108.85781250003
3432500705,404520.42265625
3702900165,334227.02499999997
5249803550,556864.54375
626049058,448785.8875
1788900380,178335.95625
8075400360,225127.4921875
9113200250,720311.51875
2738640040,669841.8625
7821200307,515856.4296875
3530440140,245557.24765625
3582700130,455805.71249999997
9276200569,719365.5406249999
7197800020,585634.0625
686200490,542806.1859375
3501600100,409842.85624999995
6383000690,583116.1953125
7604400150,356038.353125
5249801411,702234.009375
2607720420,463366.2421875
9561100010,397386.684375
1796370590,263749.25625
4077800593,376099.5
854000165,254742.59218749998
5536100010,871261.9406249999
4188000670,821583.390625
31000165,1258466.784375
662350050,927032.0609375
4137000280,285766.12031250005
6169901130,1156983.8687500001
1953400510,261620.4234375
7518506716,958100.896875
1552520010,406242.05
7955080270,334478.2140625
9212900100,534299.9890625
3438500798,340614.7375
7899800890,228614.796875
4319200605,491815.3703125
1329300480,363913.734375
8935100100,780548.828125
5016001260,480861.23125
4337600280,326001.90312499995
1446401220,211387.00781249997
7135521530,639071.34375
6888900115,254461.35390624998
2413301070,294107.5203125
345700040,283492.859375
5566100145,442104.43125
7634800070,369295.184375
9346910500,672211.35
3529300060,314304.71875
8128600060,1166511.1734375001
8572900275,238629.23515624995
4139420590,1319929.9249999998
9274200322,610490.9187500001
1472700200,559639.76875
8820903380,536325.171875
8563010130,915039.93125
8965450110,827459.815625
9274204230,515659.9296875
8165501700,364934.7078125
2193340260,529306.8546875
1860600290,1060801.709375
1222000055,215806.50859374998
2492200280,454604.5765625
2488200455,390535.2203125
809001520,1267499.10625
1796361140,243927.82265625
6398000011,718057.9140625
6813600365,571038.559375
7504100920,784410.65
8835770330,789394.3718750001
524059322,852088.975
4307330280,404694.60781250003
1245002952,1063757.590625
2021069059,253456.89531249998
5700000595,621533.6875
3629970930,720230.990625
3336002215,285577.703125
5100401060,676907.34375
3278600750,294583.3
1126069045,1034230.1781250001
7568700175,332374.615625
452001475,520281.1609375
9283800230,520214.14062500006
1737300130,617026.078125
6189600040,488163.3203125
3679400025,510601.696875
1096100010,338327.809375
9513900050,256220.00234375
5452800645,741900.765625
273800100,244706.14375
7228500037,478111.8390625
808300090,469254.19375
2493200215,585492.8359375001
5035300255,724766.075
3380900160,386935.246875
3630000130,436586.74999999994
7300400670,294064.52812499995
6798100070,356838.934375
8078400010,548945.29375
5566100060,496578.559375
2768200212,518949.3234375
4035900060,649373.73125
9460000110,337397.4171875
7199320190,558989.3421875
2225039081,495648.578125
9512200050,594788.7765625
2634500085,325574.1828125
3654800200,305266.08593749994
2724079090,1292053.0406250001
2597520720,776019.9625
3034200426,385136.53125
984000130,307073.19375
7852020670,424898.8515625
7923500060,702633.78125
2310030510,311288.1046875
2205500540,498499.3640625
2493200015,438037.58749999997
7853361420,587668.828125
5652600605,557449.40625
5285200020,330082.19999999995
9406530150,364846.14687500003
5706300020,507170.57187499997
3278602490,418733.8484375
7197000100,550330.1437499999
4447300008,528946.05
7899800045,255452.49453124998
9250900095,351956.81875000003
9268851740,606254.275
8682261440,489359.4328125
7284900385,819739.91875
8079040300,439116.4671875
2225300585,402746.525
3223039013,438479.7734375
2013801350,245252.175
4055701110,848672.4171875
3578401770,467865.77812499995
4046500720,569612.0125000001
6145601745,391676.4375
5207200195,661884.8500000001
1972201856,557480.7828125
7212680080,249013.1109375
7277100510,621934.446875
522079022,574119.2875
5605000440,851539.065625
6632300230,370800.0625
8815400165,632173.575
6708200320,526951.8546875
2426059076,580370.596875
3260200200,561084.10625
2770601741,488137.9890625
4338800500,254155.8796875
9201000320,792213.165625
7655900038,332643.540625
3625059140,588285.6515624999
4222310010,221905.7734375
2114700115,328864.54062499997
3291800710,316334.79375
9406590010,425769.64843749994
3025059124,2556995.8062500004
7972601250,371404.865625
930000470,1005939.003125
6690500060,532134.334375
16000015,197022.38906249998
5693501102,575182.0343749999
8079040490,470017.2828125
7225000155,355119.4609375
8819900170,737896.7531249999
7972601270,348155.9609375
1224069074,803303.146875
5126900321,353441.81093750003
3438501860,312003.0828125
2822069080,440420.571875
1656600310,594110.2250000001
3856900507,1180366.9187500002
1626069139,499875.971875
2524049257,1286066.8250000002
3904960150,543794.25625
7214820610,450684.0609375
7977201845,599665.10625
2428100080,796899.484375
2202500135,393818.9453125
1523550220,680197.134375
2313900610,442326.5109375
4123840050,378021.6921875
2125059124,1215724.0875000001
1225039067,450896.85625
6431500283,484348.5
2473380010,305581.671875
5694501195,422063.771875
2881700046,375358.8265625
6837820330,326723.034375
2337300370,209587.89609375
3876540630,235276.425
626059317,364501.059375
3374500520,321836.65468750003
7228501903,394540.5265625
4019300051,518874.765625
4232902615,802842.0937499999
3546000090,253326.93203125
8127700215,771417.0750000001
3438501100,398667.70625
1769600066,704050.5421875
8146100610,589080.121875
3052700695,586373.228125
7954310210,636073.196875
3761700053,1967291.959375
1320069179,368734.42734375
1331900410,753616.578125
7303100210,342379.540625
2464400285,477060.0625
6163901150,370695.234375
8955800045,454919.2062499999
2314300200,426877.925
9528104360,403691.6875
4177100005,567693.45625
8856960260,329308.4921875
1828001220,629141.4171875
3066400710,674178.7843749999
624110610,899359.5375
4040800260,435048.09531249997
5019500215,533555.25
2481630180,1151688.45625
7203170190,712511.640625
510001280,938161.9593750001
9430110120,704274.0984375001
1565950030,335545.840625
9828202255,778421.2218749999
3878900270,436554.4390625
8091600080,210240.59765625
1112000035,328770.3828125
2228900270,305646.675
6648701740,296976.1375
1245003740,671198.484375
2174503441,578790.375
7708250010,324102.13125
6072300110,572748.21875
2329800140,270565.48125
1494300040,551913.96875
3832050130,290560.4390625
